,chrom,start,end,pi,theta,td
40,X,40001,41000,0.002153086186990431,0.002909487580216747,-0.6133812434895057
41,X,41001,42000,0.0015478396774828804,0.003702984193003133,-1.4288408480272343
42,X,42001,43000,0.002819270982794218,0.0031739864511455425,-0.26768353108622484
43,X,43001,44000,0.0018815332630669243,0.00277723814475235,-0.7545524524796533
44,X,44001,45000,0.003048628973116538,0.0034384853220743375,-0.2751608687502941
45,X,45001,46000,0.0011976887824582997,0.003570734757538735,-1.6224868444956366
46,X,46001,47000,0.002049411461112479,0.00277723814475235,-0.6131298604594101
47,X,47001,48000,0.0029563774506512377,0.003702984193003133,-0.49499335343987877
48,X,48001,49000,0.0005938820205868091,0.0034384853220743375,-2.007722890186895
49,X,49001,50000,0.001458318803992823,0.0033062358866099402,-1.3478510954623641
50,X,50001,51000,0.0032501338410760986,0.003967483063931928,-0.4484483743363308
51,X,51001,52000,0.00024068150960586754,0.001322494354643976,-1.6150623919928113
52,X,52001,53000,0.0020432912736756655,0.0031739864511455425,-0.8532711558762
53,X,53001,54000,0.0004940611944083173,0.0007934966127863856,-0.6374005828315138
54,X,54001,55000,0.001217580470114869,0.0014547437901083736,-0.33023224831422127
55,X,55001,56000,0.002000655693636773,0.00277723814475235,-0.65420229924315
56,X,56001,57000,0.0018512248504003242,0.002909487580216747,-0.8581667286262911
57,X,57001,58000,0.0011263733732707277,0.003041737015681145,-1.497331535978146
58,X,58001,59000,0.001026998774293363,0.002909487580216747,-1.5265483841948424
59,X,59001,60000,0.0010643992033743904,0.0031739864511455425,-1.591985165582205
60,X,60001,61000,0.0015420097759372164,0.002115990967430362,-0.6010630726771184
61,X,61001,62000,0.0012719352967930535,0.002644988709287952,-1.203506216053216
62,X,62001,63000,0.003250050401445598,0.005157727983111506,-0.9495841203481699
63,X,63001,64000,9.660964785104769e-05,0.0014547437901083736,-1.8911005771138076
64,X,64001,65000,1.2540260847633016e-05,0.00026449887092879523,
65,X,65001,66000,7.561382324190674e-06,0.00013224943546439761,
66,X,66001,67000,0.0007914579785691075,0.0038352336284675306,-1.9586828006105401
67,X,67001,68000,0.0013393342068821667,0.00277723814475235,-1.2113073903410345
68,X,68001,69000,0.002525432651205855,0.004231981934860724,-1.0093240767511558
69,X,69001,70000,0.0004494518503114503,0.0034384853220743375,-2.1096617998210756
70,X,70001,71000,0.0018075842201522633,0.002380489838359157,-0.5465735863036376
71,X,71001,72000,0.00199648475059171,0.00277723814475235,-0.6577159513043994
72,X,72001,73000,0.0005776576328319342,0.001983741531965964,-1.5484208118093081
73,X,73001,74000,0.00137361058946717,0.002909487580216747,-1.2454738276123523
74,X,74001,75000,0.0006714294496466006,0.002380489838359157,-1.6305081259139778
75,X,75001,76000,0.002724063306390394,0.0038352336284675306,-0.7150429101021271
76,X,76001,77000,0.0006925979911939251,0.002380489838359157,-1.6103125381895083
77,X,77001,78000,0.0008013355191690199,0.0034384853220743375,-1.86130207378165
78,X,78001,79000,0.0007897664487634135,0.0015869932255727713,-1.0406258647226416
79,X,79001,80000,0.002295702763764321,0.0033062358866099402,-0.7370721280954162
80,X,80001,81000,0.0023170211813658102,0.0040997324993963255,-1.0835690483797684
81,X,81001,82000,0.0023687813686035643,0.003702984193003133,-0.8845641122099945
82,X,82001,83000,0.00042494623660142074,0.0022482404028947595,-1.8203166223748384
83,X,83001,84000,0.00042285939148472597,0.0018514920965015664,-1.6592611914501798
84,X,84001,85000,0.0016971349636238726,0.004496480805789519,-1.5710620740482528
85,X,85001,86000,0.0012194648616046322,0.0033062358866099402,-1.5220686244477444
86,X,86001,87000,0.0011688789781110437,0.0018514920965015664,-0.7928094129042287
87,X,87001,88000,0.00046691466199575376,0.0031739864511455425,-2.0428726685970418
88,X,88001,89000,0.0003360839041827976,0.0015869932255727713,-1.632820964030839
89,X,89001,90000,0.0016567762182641114,0.0038352336284675306,-1.4018467692815706
90,X,90001,91000,0.0022311601929149005,0.0040997324993963255,-1.1357571444600034
91,X,91001,92000,0.003370166096690047,0.003702984193003133,-0.22065531455091453
92,X,92001,93000,0.0013413860811978561,0.0040997324993963255,-1.6765803712802236
93,X,93001,94000,0.0030550589172500123,0.005025478547647109,-1.0034854805454607
94,X,94001,95000,0.0021056461727097476,0.0038352336284675306,-1.1129970114116552
95,X,95001,96000,0.002461871598403746,0.00277723814475235,-0.2656685319495108
96,X,96001,97000,0.0018623271666582816,0.0031739864511455425,-0.9898344452963863
97,X,97001,98000,0.0010788922065038081,0.002644988709287952,-1.3727119854828829
98,X,98001,99000,0.0022485460258639205,0.004364231370325121,-1.2184913800624546
99,X,99001,100000,0.0012878921660421545,0.002115990967430362,-0.8671705927293941
100,X,100001,101000,0.0015637247429437803,0.0034384853220743375,-1.323207255778741
101,X,101001,102000,0.0006576601420580964,0.0025127392738235545,-1.6947782453170837
102,X,102001,103000,0.00127015332739245,0.003570734757538735,-1.572941756839239
103,X,103001,104000,0.0007748065037815921,0.0011902449191795784,-0.6690100116550624
104,X,104001,105000,0.0024619125976676317,0.0034384853220743375,-0.6892656743027118
105,X,105001,106000,0.0013256562144272684,0.0022482404028947595,-0.9210775555881349
106,X,106001,107000,0.0005451384301994248,0.0005289977418575905,0.044602573388265086
107,X,107001,108000,0.0013497537727508431,0.002909487580216747,-1.2648198045423333
108,X,108001,109000,0.001233233358529813,0.003570734757538735,-1.5981844889261245
109,X,109001,110000,0.000519944279841103,0.001057995483715181,-0.9414986839810698
110,X,110001,111000,4.219922905254615e-05,0.00013224943546439761,
111,X,111001,112000,0.0,0.0,
112,X,112001,113000,0.0,0.0,
113,X,113001,114000,0.0,0.0,
114,X,114001,115000,0.0005513938390519174,0.0031739864511455425,-1.9791210523431524
115,X,115001,116000,0.0012493148682619964,0.007670467256935061,-2.2383214956981474
116,X,116001,117000,0.0013454773373994496,0.005422226854040302,-1.9416078532247394
117,X,117001,118000,0.000559202373315168,0.0034384853220743375,-2.032199808150982
118,X,118001,119000,0.002366221938677448,0.0040997324993963255,-1.0536638039127997
119,X,119001,120000,0.001328540925119063,0.005157727983111506,-1.9060533389174918
120,X,120001,121000,0.0020857010513174825,0.004364231370325121,-1.312279049524171
121,X,121001,122000,0.0011154390464403312,0.0059512245958978915,-2.120103560565151
122,X,122001,123000,0.0016445036825667885,0.003570734757538735,-1.3169928486087334
123,X,123001,124000,0.0009407879077266269,0.0038352336284675306,-1.8625883450724046
124,X,124001,125000,0.0012765925010381645,0.005289977418575904,-1.9536243326975802
125,X,125001,126000,0.00018067991265434058,0.001322494354643976,-1.7046401069741006
126,X,126001,127000,4.003995955803282e-06,0.00013224943546439761,
127,X,127001,128000,0.001307304645521175,0.002644988709287952,-1.172504340478178
128,X,128001,129000,0.0011397501238849745,0.001983741531965964,-0.9294280818276234
129,X,129001,130000,0.0029452303108077568,0.002909487580216747,0.02898450575574808
130,X,130001,131000,0.0022092318237409768,0.0031739864511455425,-0.7280452879479425
131,X,131001,132000,0.0006605931111553803,0.004364231370325121,-2.133044644602918
132,X,132001,133000,0.0017807049673874075,0.0033062358866099402,-1.1127060515744114
133,X,133001,134000,0.0005194591153504309,0.002380489838359157,-1.7754935615394731
134,X,134001,135000,0.0011542274169454756,0.002909487580216747,-1.4233760953330141
135,X,135001,136000,0.00016278936744565373,0.000661247177321988,-1.1956443828162928
136,X,136001,137000,0.0012934422345330808,0.001983741531965964,-0.7601778237989294
137,X,137001,138000,0.00024709814092339016,0.000661247177321988,-0.993414004570648
138,X,138001,139000,0.0008352571686589892,0.002115990967430362,-1.3411620516142868
139,X,139001,140000,0.0020601888205074165,0.0033062358866099402,-0.9088534971847197
140,X,140001,141000,0.0022546319968640544,0.004496480805789519,-1.258180960137555
141,X,141001,142000,0.0017393801142541316,0.002644988709287952,-0.7937823565465061
142,X,142001,143000,7.116679209752504e-05,0.0009257460482507832,-1.6397261020671172
143,X,143001,144000,3.6595684528299046e-05,0.00026449887092879523,
144,X,144001,145000,0.002280683859277652,0.003041737015681145,-0.5949517190399294
145,X,145001,146000,0.0013082430316992458,0.002909487580216747,-1.2984817070618353
146,X,146001,147000,0.0028373478909773826,0.0034384853220743375,-0.4242831961596789
147,X,147001,148000,0.0009072376474367914,0.0033062358866099402,-1.7498038386562071
148,X,148001,149000,0.0023674294356358762,0.003041737015681145,-0.5271385454932541
149,X,149001,150000,0.0012561103366836924,0.002115990967430362,-0.9004519690055108
150,X,150001,151000,0.0009287673490235794,0.003702984193003133,-1.839280066564953
151,X,151001,152000,0.002041391185234203,0.004628730241253916,-1.4159412555093362
152,X,152001,153000,0.0012630290300115544,0.003570734757538735,-1.5778127449693307
153,X,153001,154000,0.0004967480303843043,0.0018514920965015664,-1.5734444867194135
154,X,154001,155000,0.0030149642134519286,0.004364231370325121,-0.7770864435751217
155,X,155001,156000,0.00010490789866842275,0.0017192426610371687,-1.9839537621900203
156,X,156001,157000,0.0009225140457333773,0.00277723814475235,-1.5624416548389268
157,X,157001,158000,0.00027810141369263137,0.0015869932255727713,-1.7085059272813024
158,X,158001,159000,0.001532217891845237,0.004231981934860724,-1.596752508856148
159,X,159001,160000,0.0011487209599365356,0.0033062358866099402,-1.5736684750349705
160,X,160001,161000,0.0002821570079622625,0.002115990967430362,-1.9203588737640815
161,X,161001,162000,0.0005694646405140908,0.001983741531965964,-1.5574431751432143
162,X,162001,163000,0.0006529181668451001,0.003041737015681145,-1.8674541569557404
163,X,163001,164000,0.0017627868388112385,0.003570734757538735,-1.23612089461065
164,X,164001,165000,0.0002131436386306609,0.0015869932255727713,-1.7932957798184388
165,X,165001,166000,0.000689270534064226,0.002115990967430362,-1.4940367040590055
166,X,166001,167000,0.001973161895822738,0.005818975160433494,-1.720236779509964
167,X,167001,168000,0.0012030799072532516,0.005818975160433494,-2.0646953553242215
168,X,168001,169000,0.001300167428718554,0.002644988709287952,-1.178760240437427
169,X,169001,170000,3.748821886918761e-06,0.00013224943546439761,
170,X,170001,171000,0.002041953267368604,0.003570734757538735,-1.0452506533614034
171,X,171001,172000,0.0005492855261156751,0.0015869932255727713,-1.3545273484148337
172,X,172001,173000,0.0012396255872397478,0.002644988709287952,-1.2318262624056895
173,X,173001,174000,0.0013874357158291982,0.003041737015681145,-1.2932465937176791
174,X,174001,175000,0.001047013150232219,0.002380489838359157,-1.2721870976985783
175,X,175001,176000,0.0004988574277304279,0.0025127392738235545,-1.8398585175983544
176,X,176001,177000,0.00017274661262875113,0.0018514920965015664,-1.9497504305556141
177,X,177001,178000,0.0010871542496133473,0.0017192426610371687,-0.7768117314409647
178,X,178001,179000,0.0006274180933159857,0.0015869932255727713,-1.2525403446274959
179,X,179001,180000,0.001447816445669379,0.002644988709287952,-1.0493431994997537
180,X,180001,181000,0.0017271983399356702,0.0038352336284675306,-1.3565298292813481
181,X,181001,182000,0.0016391846936499009,0.004628730241253916,-1.6360518603961907
182,X,182001,183000,0.0018140720330593186,0.0055544762895047,-1.7437701805970744
183,X,183001,184000,0.0008063779578781508,0.0018514920965015664,-1.21383006616335
184,X,184001,185000,0.0005532725832020957,0.003041737015681145,-1.9453518843146311
185,X,185001,186000,0.001984428894738454,0.005422226854040302,-1.6372984134380617
186,X,186001,187000,0.001189951711527324,0.0033062358866099402,-1.543595202688965
187,X,187001,188000,0.0011566973475540723,0.003702984193003133,-1.6881645891360355
188,X,188001,189000,0.00033175763915097364,0.00277723814475235,-2.0601018825760478
189,X,189001,190000,7.130079223102479e-06,0.00013224943546439761,
190,X,190001,191000,0.0010762076865826274,0.002909487580216747,-1.4866438783583178
191,X,191001,192000,0.0013313236161431098,0.005157727983111506,-1.9046681996079642
192,X,192001,193000,0.001653543094977607,0.0038352336284675306,-1.4039272981056121
193,X,193001,194000,0.0007704968244291341,0.00277723814475235,-1.6905027712843586
194,X,194001,195000,0.0007258183370552221,0.0022482404028947595,-1.5199358633126314
195,X,195001,196000,0.00023762989231930547,0.002644988709287952,-2.110093659960258
196,X,196001,197000,0.0025217179669299937,0.003570734757538735,-0.7172283892898562
197,X,197001,198000,0.00037435566146618016,0.002644988709287952,-1.9902510438132828
198,X,198001,199000,0.00036167987324436593,0.002115990967430362,-1.8370839190043133
199,X,199001,200000,0.0022827717235760995,0.004893229112182711,-1.360910308055013
200,X,200001,201000,0.001923588807737904,0.00277723814475235,-0.7191243611286897
201,X,201001,202000,0.0020000310677406622,0.0040997324993963255,-1.2762422379717118
202,X,202001,203000,0.0011484301788103784,0.002644988709287952,-1.3117606917013638
203,X,203001,204000,0.0008687863559563309,0.0025127392738235545,-1.50189584574507
204,X,204001,205000,0.0008469452654734391,0.0017192426610371687,-1.0720191003865125
205,X,205001,206000,0.0010958198317023973,0.0031739864511455425,-1.5682738096075668
206,X,206001,207000,0.0009069656172555582,0.0017192426610371687,-0.9982564549291485
207,X,207001,208000,0.0014616878519628329,0.0034384853220743375,-1.3952249608692275
208,X,208001,209000,0.0012298656822853121,0.002644988709287952,-1.2403809960918384
209,X,209001,210000,0.0008154984223098091,0.0015869932255727713,-1.0070377339652858
210,X,210001,211000,0.0007658692232470946,0.0031739864511455425,-1.8172687135114638
211,X,211001,212000,0.0011276055190668514,0.0022482404028947595,-1.1188048228070995
212,X,212001,213000,0.0008548370249062466,0.004496480805789519,-2.0437804951292797
213,X,213001,214000,0.0026971976272931104,0.0033062358866099402,-0.4442260384519465
214,X,214001,215000,0.0011825726365964513,0.0025127392738235545,-1.2152244294148509
215,X,215001,216000,0.0019442062345886993,0.0031739864511455425,-0.9280449830901455
216,X,216001,217000,0.001941215549011325,0.0031739864511455425,-0.9303018829074586
217,X,217001,218000,0.001040007914423725,0.003041737015681145,-1.5648475534525603
218,X,218001,219000,0.001286377587605822,0.001983741531965964,-0.7679576201090849
219,X,219001,220000,0.0011570347461483032,0.0022482404028947595,-1.0894236553408991
220,X,220001,221000,0.0008366080255387432,0.0038352336284675306,-1.9296285500289854
221,X,221001,222000,0.0011174439749143843,0.001322494354643976,-0.30612426011029914
222,X,222001,223000,0.0012537520557591257,0.004496480805789519,-1.8198995204027342
223,X,223001,224000,0.0008582272896336354,0.003041737015681145,-1.706954178064833
224,X,224001,225000,0.0006210529643136229,0.002644988709287952,-1.7740163840698016
225,X,225001,226000,0.0013325578023334656,0.0031739864511455425,-1.3896211666448801
226,X,226001,227000,0.0,0.0,
227,X,227001,228000,0.0,0.0,
228,X,228001,229000,0.0,0.0,
229,X,229001,230000,0.0,0.0,
230,X,230001,231000,0.0,0.0,
231,X,231001,232000,0.0,0.0,
232,X,232001,233000,0.0,0.0,
233,X,233001,234000,0.0,0.0,
234,X,234001,235000,0.0,0.0,
235,X,235001,236000,6.339112221465162e-06,0.00013224943546439761,
236,X,236001,237000,0.0,0.0,
237,X,237001,238000,0.0,0.0,
238,X,238001,239000,0.0,0.0,
239,X,239001,240000,0.0,0.0,
240,X,240001,241000,0.0,0.0,
241,X,241001,242000,0.0,0.0,
242,X,242001,243000,0.0,0.0,
243,X,243001,244000,0.0,0.0,
244,X,244001,245000,0.0006123569017272182,0.001983741531965964,-1.5102089596252988
245,X,245001,246000,0.0011231481232059125,0.004231981934860724,-1.838693348486887
246,X,246001,247000,0.0013283328170535136,0.001983741531965964,-0.7217552914421752
247,X,247001,248000,0.0024718590929579958,0.003041737015681145,-0.4455008785053709
248,X,248001,249000,0.000853995905767647,0.0038352336284675306,-1.9184393738672776
249,X,249001,250000,0.0011250491407181727,0.002644988709287952,-1.3322545955988214
250,X,250001,251000,0.0019888950083744826,0.004364231370325121,-1.3680327697892423
251,X,251001,252000,0.0018595009692234704,0.0031739864511455425,-0.991967215294868
252,X,252001,253000,0.001168269080241082,0.0025127392738235545,-1.2282919884890973
253,X,253001,254000,0.0005455121914738426,0.0017192426610371687,-1.4424684614177412
254,X,254001,255000,0.0020780773882043023,0.00277723814475235,-0.5889813423124085
255,X,255001,256000,0.0007701692678819372,0.00277723814475235,-1.6907787088181006
256,X,256001,257000,0.0007368829937461623,0.00277723814475235,-1.7188194623035549
257,X,257001,258000,0.0011616922491165488,0.003570734757538735,-1.6470982099760125
258,X,258001,259000,0.0018050452991528179,0.003702984193003133,-1.258315903673083
259,X,259001,260000,0.001597126992155188,0.0033062358866099402,-1.2466058771385966
260,X,260001,261000,0.0010592471668024912,0.003967483063931928,-1.818073566821678
261,X,261001,262000,0.0012271057390247342,0.002115990967430362,-0.9308250767815783
262,X,262001,263000,0.0011907395810992212,0.003570734757538735,-1.6272381168701526
263,X,263001,264000,0.0015626224491065341,0.0034384853220743375,-1.323985255497575
264,X,264001,265000,0.0011014457276100505,0.002909487580216747,-1.4661778385978539
265,X,265001,266000,0.0008525074959680901,0.00277723814475235,-1.621416005537607
266,X,266001,267000,0.0011148415458393619,0.002644988709287952,-1.3412017376224368
267,X,267001,268000,0.0007753185611527994,0.002380489838359157,-1.5313939918414865
268,X,268001,269000,0.0003868463009272835,0.0015869932255727713,-1.5665604412483027
269,X,269001,270000,0.0003104734398247348,0.001983741531965964,-1.8426518781728571
270,X,270001,271000,0.0004947731577690392,0.0014547437901083736,-1.3366875629912984
271,X,271001,272000,0.0020031588079384073,0.004231981934860724,-1.3182185046567043
272,X,272001,273000,0.0022069244626106346,0.0033062358866099402,-0.8018260781448499
273,X,273001,274000,0.0015141066224199614,0.004496480805789519,-1.673782102781456
274,X,274001,275000,2.6486097794822628e-05,0.00013224943546439761,
275,X,275001,276000,0.0,0.0,
276,X,276001,277000,0.0005750065267759532,0.001057995483715181,-0.8451490565609726
277,X,277001,278000,0.0,0.0,
278,X,278001,279000,0.0,0.0,
279,X,279001,280000,0.0014786666137815135,0.002909487580216747,-1.1602817650288353
280,X,280001,281000,0.0008004014031524222,0.0022482404028947595,-1.4454745956388488
281,X,281001,282000,0.00012972956723037354,0.0014547437901083736,-1.8449835576652687
282,X,282001,283000,0.00042857142857142855,0.00013224943546439761,
283,X,283001,284000,0.0,0.0,
284,X,284001,285000,0.00017316017316017316,0.00013224943546439761,
285,X,285001,286000,0.0,0.0,
286,X,286001,287000,0.0,0.0,
287,X,287001,288000,0.0024241272061397453,0.003702984193003133,-0.8478703346602862
288,X,288001,289000,0.0007913175888036106,0.001057995483715181,-0.4666412514241784
289,X,289001,290000,0.0003270369957549713,0.0007934966127863856,-0.9929407595590071
290,X,290001,291000,0.0,0.0,
291,X,291001,292000,0.00018947368421052632,0.00013224943546439761,
292,X,292001,293000,0.0001972827049787837,0.0005289977418575905,-0.9166489038779418
293,X,293001,294000,0.0006907444224545407,0.0011902449191795784,-0.804381156748815
294,X,294001,295000,0.0008272251658579501,0.00026449887092879523,
295,X,295001,296000,0.0015858524711422422,0.0038352336284675306,-1.447486507429516
296,X,296001,297000,0.003355832629443507,0.005157727983111506,-0.8969289311866213
297,X,297001,298000,0.0027812310582035656,0.003702984193003133,-0.6111137890355544
298,X,298001,299000,0.0008192868146606931,0.0025127392738235545,-1.5471180383213963
299,X,299001,300000,0.0015349627190866721,0.003967483063931928,-1.520681642119996
300,X,300001,301000,0.0010297171017301552,0.003702984193003133,-1.7723513157426056
301,X,301001,302000,0.0020887193488062826,0.004496480805789519,-1.3512952388530524
302,X,302001,303000,0.0010119402052303403,0.002380489838359157,-1.305648011194079
303,X,303001,304000,0.0025001698236729276,0.004893229112182711,-1.2475741100903832
304,X,304001,305000,0.0006121277549313724,0.002380489838359157,-1.6870841812437067
305,X,305001,306000,0.0011165971840483633,0.003570734757538735,-1.677930376985472
306,X,306001,307000,0.0005726408386284352,0.0017192426610371687,-1.4091284238740378
307,X,307001,308000,0.0015186237513272005,0.0025127392738235545,-0.9082121252991704
308,X,308001,309000,0.0013578005178653707,0.004231981934860724,-1.6999101830280665
309,X,309001,310000,0.0006599336092044479,0.0031739864511455425,-1.8972122788894386
310,X,310001,311000,0.0021258272590728303,0.003570734757538735,-0.9879047571737699
311,X,311001,312000,0.0003158399165236361,0.002380489838359157,-1.969753963612967
312,X,312001,313000,0.000977617875501798,0.002644988709287952,-1.4614807731923725
313,X,313001,314000,0.0016925732595303431,0.0033062358866099402,-1.1769883833400114
314,X,314001,315000,0.0010784438129501563,0.0034384853220743375,-1.6657188568901815
315,X,315001,316000,0.0024395789436566975,0.0040997324993963255,-1.009075889272099
316,X,316001,317000,0.00042916900153000005,0.002909487580216747,-2.0113406819040613
317,X,317001,318000,0.0009932405187364792,0.003570734757538735,-1.7622711646276497
318,X,318001,319000,0.0007431087034358399,0.002380489838359157,-1.5621234119888914
319,X,319001,320000,0.0005003760630717381,0.0022482404028947595,-1.7450099771361796
320,X,320001,321000,0.00120829505634562,0.003041737015681145,-1.4332894309530788
321,X,321001,322000,0.0009117744541553057,0.0031739864511455425,-1.7071623581416497
322,X,322001,323000,0.0008789587951182957,0.003041737015681145,-1.6907473668551243
323,X,323001,324000,0.0010175606749033073,0.002115990967430362,-1.1502570058618762
324,X,324001,325000,0.0020587655280753943,0.0033062358866099402,-0.9098916315694874
325,X,325001,326000,0.0013392714584490842,0.003967483063931928,-1.6430173538050017
326,X,326001,327000,0.0010395606132490261,0.003041737015681145,-1.565197230213739
327,X,327001,328000,0.000517970753423028,0.0018514920965015664,-1.5487957154912377
328,X,328001,329000,0.0018946094988883347,0.002909487580216747,-0.8229852365293181
329,X,329001,330000,0.001166473789643272,0.0033062358866099402,-1.5607197495792304
330,X,330001,331000,0.0011860524552425463,0.0033062358866099402,-1.546439278813573
331,X,331001,332000,0.000648927901517808,0.002380489838359157,-1.6519754522366472
332,X,332001,333000,0.0006152135809076203,0.003041737015681145,-1.8969296384387961
333,X,333001,334000,0.002237017437258406,0.003570734757538735,-0.911882377819275
334,X,334001,335000,0.00046052501935438955,0.0022482404028947595,-1.784795941814139
335,X,335001,336000,0.0014685855058512785,0.004364231370325121,-1.667695782273061
336,X,336001,337000,0.001562358857630738,0.003702984193003133,-1.4192147660982846
337,X,337001,338000,0.0010962427479460114,0.0031739864511455425,-1.5679546588415443
338,X,338001,339000,0.0011752551419045275,0.003041737015681145,-1.4591183152146645
339,X,339001,340000,0.0013801755735371537,0.003702984193003133,-1.5400005956637903
340,X,340001,341000,0.001987321839372832,0.003967483063931928,-1.2378909097331414
341,X,341001,342000,0.0020292605538619218,0.004628730241253916,-1.4225798370958609
342,X,342001,343000,0.0012587567757858943,0.0040997324993963255,-1.7268041831380159
343,X,343001,344000,0.0027313133135720186,0.0038352336284675306,-0.7103774991112004
344,X,344001,345000,0.0007159787746778439,0.0018514920965015664,-1.3188226621583408
345,X,345001,346000,0.0013812635123093566,0.0033062358866099402,-1.404054406900798
346,X,346001,347000,0.0009789923170793738,0.0033062358866099402,-1.6974667446425935
347,X,347001,348000,0.0017584136794545294,0.0033062358866099402,-1.1289650802625628
348,X,348001,349000,0.001933244265151139,0.003967483063931928,-1.27169731737268
349,X,349001,350000,0.0025414970454576405,0.0038352336284675306,-0.8325250889455954
350,X,350001,351000,0.0024335747781514105,0.005157727983111506,-1.3560009561818653
351,X,351001,352000,0.0019581417021848828,0.003967483063931928,-1.2561327711137826
352,X,352001,353000,0.0017108501556646085,0.004760979676718314,-1.628696325855718
353,X,353001,354000,0.0014354247413926992,0.00277723814475235,-1.1303595804568551
354,X,354001,355000,0.00038387533022119484,0.001322494354643976,-1.4012851610213732
355,X,355001,356000,0.0003714412619400052,0.0022482404028947595,-1.8737342203447371
356,X,356001,357000,0.0015560012944005731,0.0022482404028947595,-0.6911086423380666
357,X,357001,358000,0.0017455013437493868,0.004231981934860724,-1.470607823061658
358,X,358001,359000,0.002660476750171588,0.004231981934860724,-0.9294533916119821
359,X,359001,360000,0.0017769875361091942,0.0031739864511455425,-1.0542353967213405
360,X,360001,361000,0.0019458791749720186,0.004628730241253916,-1.4682109398447578
361,X,361001,362000,0.0004850187443760804,0.002115990967430362,-1.7079256086595032
362,X,362001,363000,0.0014871059706753097,0.0038352336284675306,-1.5110303077393434
363,X,363001,364000,0.00150670190766946,0.0022482404028947595,-0.7403275203438952
364,X,364001,365000,0.000549474523222878,0.0025127392738235545,-1.7936153407910658
365,X,365001,366000,0.0005242924954339562,0.0014547437901083736,-1.295584085243984
366,X,366001,367000,0.0007880824333221076,0.003041737015681145,-1.7617897733096761
367,X,367001,368000,0.0015926586333026176,0.0031739864511455425,-1.1933379055965494
368,X,368001,369000,0.002175715826089402,0.003702984193003133,-1.012564778292557
369,X,369001,370000,0.0021179515132830006,0.004496480805789519,-1.3348894256591444
370,X,370001,371000,0.003867165969777578,0.0055544762895047,-0.786621236430206
371,X,371001,372000,0.0012471668973458023,0.003967483063931928,-1.7005962001739887
372,X,372001,373000,0.0024272736893617636,0.0025127392738235545,-0.07808034212066468
373,X,373001,374000,0.0007002435711712726,0.0022482404028947595,-1.5454688641374739
374,X,374001,375000,0.0017664674866753574,0.003570734757538735,-1.2336043808972772
375,X,375001,376000,0.0021459922901423357,0.0025127392738235545,-0.33505568513784223
376,X,376001,377000,0.0010593183828843788,0.003041737015681145,-1.5497516349750329
377,X,377001,378000,0.0009499655012843624,0.004231981934860724,-1.941120739043083
