,chrom,start,end,pi,theta,td
27,X,27001,37000,0.001459412036859069,0.002684663539927271,-1.3038913287260467
28,X,28001,38000,0.001683763758616549,0.0027640132012059096,-1.117489789584904
29,X,29001,39000,0.0018049431933157673,0.0027375633141130304,-0.9738332065908457
30,X,30001,40000,0.0017649369440526762,0.002644988709287952,-0.9501799948818181
31,X,31001,41000,0.0019233845389736905,0.0026978884834737114,-0.8202873156533225
32,X,32001,42000,0.0020187058801351327,0.002975612297948946,-0.9213101783155527
33,X,33001,43000,0.0020502407410322504,0.0027904630882987897,-0.7586807384882355
34,X,34001,44000,0.002035839809322558,0.0027904630882987897,-0.7734407758537298
35,X,35001,45000,0.002126630714053688,0.0027904630882987897,-0.6803858837611165
36,X,36001,46000,0.0020188146168500488,0.0028962626366703073,-0.8673422572354614
37,X,37001,47000,0.0021562366503844036,0.003015287128588265,-0.8164878474922636
38,X,38001,48000,0.002158519445862514,0.0031210866769597837,-0.8846246867127348
39,X,39001,49000,0.001967812327430734,0.0031872113946919823,-1.0979695671322351
40,X,40001,50000,0.001970603760225264,0.0032797859995170606,-1.1463186549226327
41,X,41001,51000,0.0020803085256338306,0.0033855855478885787,-1.1079954697214909
42,X,42001,52000,0.0019495927088461298,0.003147536564052663,-1.0919158808839815
43,X,43001,53000,0.0018719947379342745,0.003147536564052663,-1.162645787293844
44,X,44001,54000,0.0017332475310684135,0.0029491624108560666,-1.1809108458252293
45,X,45001,55000,0.0015501426807682467,0.00275078825765947,-1.2478423822062281
46,X,46001,56000,0.0016304393718860936,0.0026714385963808314,-1.1131413321520103
47,X,47001,57000,0.0016106207108148786,0.002684663539927271,-1.1429776891137478
48,X,48001,58000,0.0014276203030768272,0.0026185388221950726,-1.2984298197819786
49,X,49001,59000,0.001470931978447483,0.0025656390480093133,-1.2174136735619134
50,X,50001,60000,0.0014315400183856396,0.002552414104462874,-1.2527804298796574
51,X,51001,61000,0.0012607276118717515,0.0023672648948127174,-1.3303971530781815
52,X,52001,62000,0.0013638529905904701,0.0024995143302771147,-1.2953570228770466
53,X,53001,63000,0.001484528903367463,0.0026978884834737114,-1.2850850921490309
54,X,54001,64000,0.0014447837487117363,0.0027640132012059096,-1.3647083582364086
55,X,55001,65000,0.0013242797277850126,0.002644988709287952,-1.4259516347306482
56,X,56001,66000,0.0011249702966537544,0.002380489838359157,-1.5013993669133605
57,X,57001,67000,0.0010189936094706328,0.002473064443184235,-1.675736234619613
58,X,58001,68000,0.001040289692831777,0.002446614556091356,-1.6376909111452485
59,X,59001,69000,0.0011901330805230259,0.002578863991555753,-1.5367080017495458
60,X,60001,70000,0.0011286383452167317,0.0026053138786486327,-1.6179180689613488
61,X,61001,71000,0.0011551957896382364,0.0026317637657415124,-1.602010349567158
62,X,62001,72000,0.0012276507350181024,0.002644988709287952,-1.530280652044933
63,X,63001,73000,0.0009604114581567358,0.0023275900641733975,-1.670878550257229
64,X,64001,74000,0.001088111552318348,0.002473064443184235,-1.5960816272876726
65,X,65001,75000,0.0011540004711982448,0.002684663539927271,-1.6289050023763845
66,X,66001,76000,0.0014256506636048654,0.0030549619592275847,-1.5289779535673946
67,X,67001,77000,0.0014157646648673466,0.002909487580216747,-1.4699841850787556
68,X,68001,78000,0.0013619647960960324,0.002975612297948946,-1.5536209602053457
69,X,69001,79000,0.001188398175851788,0.002711113427020151,-1.6050816590890595
70,X,70001,80000,0.0013730232671970751,0.0026978884834737114,-1.4031821781922396
71,X,71001,81000,0.0014239669633184298,0.002869812749577428,-1.4420154267674896
72,X,72001,82000,0.0014611966251196155,0.0029623873544025064,-1.4516333381880306
73,X,73001,83000,0.0014459254854965642,0.0029888372414953856,-1.4791117282950321
74,X,74001,84000,0.0013508503656983195,0.002883037693123868,-1.5213041595554246
75,X,75001,85000,0.0014534209170960466,0.0030946367898669037,-1.5208929633474335
76,X,76001,86000,0.0013029610726174707,0.003041737015681145,-1.6386174579648138
77,X,77001,87000,0.0013505891713091825,0.0029888372414953856,-1.570505847173652
78,X,78001,88000,0.001317147085591856,0.0029623873544025064,-1.5909275063774513
79,X,79001,89000,0.0012717788311337945,0.0029623873544025064,-1.6347980615188222
80,X,80001,90000,0.0012078861765837735,0.003015287128588265,-1.7178512209702899
81,X,81001,91000,0.0011993000777386822,0.003015287128588265,-1.726011911805411
82,X,82001,92000,0.0012994385505473308,0.003015287128588265,-1.630834913259706
83,X,83001,93000,0.0013910825350069741,0.003200436338238422,-1.6226051380913842
84,X,84001,94000,0.0016543024875835027,0.0035178349833529764,-1.5237094333524506
85,X,85001,95000,0.0016951536084920899,0.0034517102656207777,-1.4631409807845526
86,X,86001,96000,0.0018193942821720015,0.003398810491435018,-1.335602283339193
87,X,87001,97000,0.0018887391010267251,0.003531059926899416,-1.3379171494874125
88,X,88001,98000,0.0019499368554775308,0.0034781601527136565,-1.2634827637434398
89,X,89001,99000,0.002141183067645643,0.0037558839671888917,-1.2382969521387497
90,X,90001,100000,0.0021042946624234473,0.0035839597010851746,-1.188000614160577
91,X,91001,101000,0.0020375511174263354,0.0035178349833529764,-1.2103478182818197
92,X,92001,102000,0.0017663005219631404,0.003398810491435018,-1.3804999784180014
93,X,93001,103000,0.0017591772465825994,0.0033459107172492592,-1.3625161328790152
94,X,94001,104000,0.0015311520052357576,0.0029623873544025064,-1.3839873289359501
95,X,95001,105000,0.001566778647731546,0.002922712523763187,-1.3285048833436721
96,X,96001,106000,0.0014531571093338983,0.002869812749577428,-1.4129026117882297
97,X,97001,107000,0.0013214382356880126,0.0026053138786486327,-1.4066770621016387
98,X,98001,108000,0.0013485243923127162,0.0026317637657415124,-1.392257444611693
99,X,99001,109000,0.0012469931255793053,0.002552414104462874,-1.4590451107877536
100,X,100001,110000,0.0011701983369592002,0.002446614556091356,-1.4864099295421986
101,X,101001,111000,0.0010180457855700768,0.002115990967430362,-1.4712626579314514
102,X,102001,112000,0.000952279771364267,0.001864717040048006,-1.3808633475326748
103,X,103001,113000,0.0008252644386250221,0.0015076435642941326,-1.2654099218911297
104,X,104001,114000,0.0007477837882468631,0.001388619072376175,-1.2849197155394232
105,X,105001,115000,0.0005567319123852916,0.0013621691852832953,-1.644655750680545
106,X,106001,116000,0.0005490977777687643,0.0019043918706873253,-2.0100104811153154
107,X,107001,117000,0.0006291316684887668,0.0023937147819055966,-2.098867135569295
108,X,108001,118000,0.0005500765285451994,0.002446614556091356,-2.208553067286832
109,X,109001,119000,0.0006633753865599628,0.0024995143302771147,-2.0943351619051556
110,X,110001,120000,0.0007442350510877588,0.002909487580216747,-2.1308416318811534
111,X,111001,121000,0.0009485852333142524,0.00333268577370282,-2.0551455735667203
112,X,112001,122000,0.0010601291379582854,0.003927808233292609,-2.104829381253263
113,X,113001,123000,0.0012245795062149642,0.004284881709046482,-2.0624198846004616
114,X,114001,124000,0.0013186582969876269,0.004668405071893236,-2.0751199552139545
115,X,115001,125000,0.0013911781631862517,0.004880004168636272,-2.0690622991343575
116,X,116001,126000,0.001284314667625486,0.004245206878407163,-2.013732297956199
117,X,117001,127000,0.0011501673334811215,0.0037162091365495727,-1.9884424329371644
118,X,118001,128000,0.0012249775607017222,0.0036368594752709343,-1.908894665979895
119,X,119001,129000,0.001102330379222475,0.0034252603785278977,-1.9495125276459013
120,X,120001,130000,0.0012639993177913443,0.003200436338238422,-1.7365717270752454
121,X,121001,131000,0.0012763523950336938,0.003081411846320464,-1.6797251452583397
122,X,122001,132000,0.0012308678015051989,0.002922712523763187,-1.657620637045362
123,X,123001,133000,0.0012444879299872604,0.0028962626366703073,-1.6327508526743146
124,X,124001,134000,0.001202355050749641,0.00275078825765947,-1.609301378180686
125,X,125001,135000,0.001190118542340372,0.0025127392738235545,-1.5009059006735066
126,X,126001,136000,0.0011883294878195034,0.002446614556091356,-1.4652958742138311
127,X,127001,137000,0.001317273311677231,0.0026317637657415124,-1.4261634722537984
128,X,128001,138000,0.0012112526612174527,0.0024333896125449156,-1.4306950798330187
129,X,129001,139000,0.0011808033656948542,0.002446614556091356,-1.4740601804717317
130,X,130001,140000,0.00109229921666482,0.002486289386730675,-1.5982116793236745
131,X,131001,141000,0.0010968392339771279,0.0026185388221950726,-1.6590724641304861
132,X,132001,142000,0.001204717934287003,0.002446614556091356,-1.4462112298839238
133,X,133001,143000,0.0010337641167580149,0.00220856557225544,-1.5105085867497001
134,X,134001,144000,0.0009854777736758014,0.0019969664755124035,-1.4331737003287501
135,X,135001,145000,0.0010981234179090191,0.0020101914190588433,-1.2841186910787856
136,X,136001,146000,0.0012126687843343781,0.0022350154593483193,-1.2994562354628123
137,X,137001,147000,0.0013670593499788086,0.002380489838359157,-1.2118998096980438
138,X,138001,148000,0.0014330733006301488,0.002644988709287952,-1.3084886847398258
139,X,139001,149000,0.0015862905273278372,0.0027375633141130304,-1.2021482751812982
140,X,140001,150000,0.001505882678945465,0.0026185388221950726,-1.2131022335840052
141,X,141001,151000,0.0013732962141614177,0.002539189160916434,-1.309681440189383
142,X,142001,152000,0.0014034973212594245,0.0027375633141130304,-1.393019231146144
143,X,143001,153000,0.0015226835450508275,0.0030020621850418254,-1.412117405361604
144,X,144001,154000,0.0015686987796364282,0.0031607615075991027,-1.4452275952886788
145,X,145001,155000,0.0016421268150538558,0.0032930109430635,-1.4398427489928423
146,X,146001,156000,0.0015217933017507735,0.003173986451145542,-1.4937141061056265
147,X,147001,157000,0.0013303099172263728,0.003107861733413344,-1.640397083865518
148,X,148001,158000,0.001267396293851957,0.0029359374673096268,-1.6276163221181257
149,X,149001,159000,0.001183875139472893,0.0030549619592275847,-1.7558648886197297
150,X,150001,160000,0.001173136201798177,0.003173986451145542,-1.808927874292384
151,X,151001,161000,0.0011084751676920454,0.003015287128588265,-1.8123367986242953
152,X,152001,162000,0.0009612825132200345,0.00275078825765947,-1.8598503622483618
153,X,153001,163000,0.0009002714269033887,0.0026978884834737114,-1.9038798709522355
154,X,154001,164000,0.0010268753077460825,0.002869812749577428,-1.8380551003052552
155,X,155001,165000,0.0007466932502639557,0.002592088935102193,-2.03191959156954
156,X,156001,166000,0.0008051295138035361,0.0026317637657415124,-1.9818166341390486
157,X,157001,167000,0.000910194298812472,0.0029359374673096268,-1.9760571077983677
158,X,158001,168000,0.0010026921481685338,0.003359135660795699,-2.0156764906764346
159,X,159001,169000,0.0009794871018558658,0.003200436338238422,-1.9917186102344036
160,X,160001,170000,0.000864989888050904,0.002883037693123868,-2.003713557139034
161,X,161001,171000,0.0010409695139915382,0.003028512072134705,-1.881026863830657
162,X,162001,172000,0.0010389516025516965,0.0029888372414953856,-1.8692570759036113
163,X,163001,173000,0.0010976223445911615,0.0029491624108560666,-1.7982375099431636
164,X,164001,174000,0.0010600872322929571,0.0028962626366703073,-1.8150277668175978
165,X,165001,175000,0.0011434741834531132,0.002975612297948946,-1.7639838771499459
166,X,166001,176000,0.0011244328728197335,0.003015287128588265,-1.7971697361044485
167,X,167001,177000,0.0009443913445003347,0.0026185388221950726,-1.8252827316524425
168,X,168001,178000,0.0009327987787363444,0.00220856557225544,-1.640325424592521
169,X,169001,179000,0.0008655238451960875,0.0021027660238839216,-1.667978385375322
170,X,170001,180000,0.0010099306075743335,0.002354039951266277,-1.6248193294788218
171,X,171001,181000,0.0009784551148310403,0.002380489838359157,-1.6766079510290786
172,X,172001,182000,0.0010874450315844627,0.002684663539927271,-1.6997321430692531
173,X,173001,183000,0.0011448896761664198,0.002975612297948946,-1.7626210397608097
174,X,174001,184000,0.001086783900371315,0.0028565878060309883,-1.7730687415352766
175,X,175001,185000,0.0010374098436683027,0.002922712523763187,-1.8471651614879487
176,X,176001,186000,0.0011859669903691052,0.0032136612817848615,-1.8111057157514732
177,X,177001,187000,0.0012876875002589625,0.003359135660795699,-1.771894525149803
178,X,178001,188000,0.001294641810053035,0.003557509813992296,-1.8300373933712843
179,X,179001,189000,0.0012650757646365338,0.0036765343059102533,-1.888396386030884
180,X,180001,190000,0.0011210071279919064,0.0034252603785278977,-1.9338381182953879
181,X,181001,191000,0.0010559080626566018,0.00333268577370282,-1.9626310030068572
182,X,182001,192000,0.001025121954905923,0.0033855855478885787,-2.0036995387764187
183,X,183001,193000,0.0010090690610977519,0.0032136612817848615,-1.969108256945321
184,X,184001,194000,0.0010054809477528502,0.0033062358866099402,-1.9987972168615948
185,X,185001,195000,0.0010227355231381627,0.003226886225331302,-1.9608374490126
186,X,186001,196000,0.0008480556228962477,0.0029491624108560666,-2.040619648122145
187,X,187001,197000,0.0009812322484365147,0.002975612297948946,-1.920190527348718
188,X,188001,198000,0.0009029980798277254,0.002869812749577428,-1.9616041505436355
189,X,189001,199000,0.0009059903032370647,0.002803688031845229,-1.9360941732136787
190,X,190001,200000,0.0011335544676723643,0.0032797859995170606,-1.8792381754794023
191,X,191001,201000,0.001218292579787892,0.003266561055970621,-1.8005519567965942
192,X,192001,202000,0.0012851633249476475,0.0031607615075991027,-1.702612719732441
193,X,193001,203000,0.0012346520333309245,0.003041737015681145,-1.7029917005222057
194,X,194001,204000,0.001244480986483644,0.003015287128588265,-1.6830695424512274
195,X,195001,205000,0.0012565936793254657,0.0029623873544025064,-1.649481920258708
196,X,196001,206000,0.0013424126732637749,0.003015287128588265,-1.5899899922162057
197,X,197001,207000,0.0011809374382963317,0.0028301379189381087,-1.6672679922900457
198,X,198001,208000,0.001289670657345997,0.002909487580216747,-1.5940742656317668
199,X,199001,209000,0.0013764892382500914,0.0029623873544025064,-1.5335443601334775
200,X,200001,210000,0.0012297619081234625,0.0026317637657415124,-1.5211094391629978
201,X,201001,211000,0.0011139899496743816,0.0026714385963808314,-1.6653811266714604
202,X,202001,212000,0.0010267473948070002,0.002486289386730675,-1.6733669347507363
203,X,203001,213000,0.0009973880794165871,0.0026714385963808314,-1.7900636030231354
204,X,204001,214000,0.0011802292065502653,0.00275078825765947,-1.6322969787687973
205,X,205001,215000,0.0012137919436625666,0.0028301379189381087,-1.6340535554507303
206,X,206001,216000,0.0012986305839511967,0.0028301379189381087,-1.5482854810880562
207,X,207001,217000,0.0014020555771267734,0.002975612297948946,-1.515021527771161
208,X,208001,218000,0.0013598875833728628,0.0029359374673096268,-1.5373935964984642
209,X,209001,219000,0.0013655387739049134,0.002869812749577428,-1.5002888272180208
210,X,210001,220000,0.001399692406288763,0.0029359374673096268,-1.4985650794036869
211,X,211001,221000,0.0014067662865179277,0.0030020621850418254,-1.5227643850672896
212,X,212001,222000,0.001405750132102681,0.002909487580216747,-1.479839563632393
213,X,213001,223000,0.0014456416351879692,0.002909487580216747,-1.4405820292852833
214,X,214001,224000,0.0012617446014220215,0.002883037693123868,-1.6097770031871925
215,X,215001,225000,0.0012055926341937389,0.0028962626366703073,-1.6711981827581008
216,X,216001,226000,0.0011444277909682153,0.0028962626366703073,-1.7316585769789983
217,X,217001,227000,0.0009503062360670828,0.002578863991555753,-1.8020897456006455
218,X,218001,228000,0.0008463054446247101,0.0022746902899876387,-1.7849335467332677
219,X,219001,229000,0.0007176676858641281,0.0020763161367910424,-1.8541432507722504
220,X,220001,230000,0.0006019642112492976,0.0018514920965015667,-1.9039750980767542
221,X,221001,231000,0.0005183034086954234,0.0014679687336548134,-1.8063066402910153
222,X,222001,232000,0.000406559011203985,0.0013357192981904157,-1.9328358985926775
223,X,223001,233000,0.0002811838056280724,0.0008860712176114639,-1.846993895328787
224,X,224001,234000,0.0001953610766647088,0.0005818975160433494,-1.7289820224988501
225,X,225001,235000,0.00013325578023334656,0.00031739864511455426,-1.3896211666448801
226,X,226001,236000,6.339112221465162e-07,1.322494354643976e-05,
227,X,227001,237000,6.339112221465162e-07,1.322494354643976e-05,
228,X,228001,238000,6.339112221465162e-07,1.322494354643976e-05,
229,X,229001,239000,6.339112221465162e-07,1.322494354643976e-05,
230,X,230001,240000,6.339112221465162e-07,1.322494354643976e-05,
231,X,231001,241000,6.339112221465162e-07,1.322494354643976e-05,
232,X,232001,242000,6.339112221465162e-07,1.322494354643976e-05,
233,X,233001,243000,6.339112221465162e-07,1.322494354643976e-05,
234,X,234001,244000,6.339112221465162e-07,1.322494354643976e-05,
235,X,235001,245000,6.186960139486833e-05,0.00021159909674303617,-1.5679411081441137
236,X,236001,246000,0.0001735505024933131,0.0006215723466826687,-1.8892233564383138
237,X,237001,247000,0.00030638378419866447,0.0008199464998792652,-1.6841749049889827
238,X,238001,248000,0.0005535696934944641,0.0011241202014473795,-1.3961779201150892
239,X,239001,249000,0.0006389692840712286,0.0015076435642941326,-1.6108773139973227
240,X,240001,250000,0.0007514741981430459,0.0017721424352229278,-1.6219794931173577
241,X,241001,251000,0.0009503636989804942,0.00220856557225544,-1.6177412145285932
242,X,242001,252000,0.0011363137959028412,0.0025259642173699943,-1.5689623652396802
243,X,243001,253000,0.0012531407039269493,0.00277723814475235,-1.5693371731948815
244,X,244001,254000,0.0013076919230743335,0.0029491624108560666,-1.5942154622386107
245,X,245001,255000,0.0014542639717220422,0.003028512072134705,-1.4898815399339485
246,X,246001,256000,0.0014189660861896446,0.002883037693123868,-1.4536722668620667
247,X,247001,257000,0.0013598211038589093,0.0029623873544025064,-1.5496622451534552
248,X,248001,258000,0.0012288044194747648,0.003015287128588265,-1.6979693961593705
249,X,249001,259000,0.0013239093588132817,0.0030020621850418254,-1.6018541505969788
250,X,250001,260000,0.001371117143956983,0.0030681869027740245,-1.5858707561596328
251,X,251001,261000,0.0012781523597997842,0.003028512072134705,-1.6565550391760333
252,X,252001,262000,0.0012149128367799104,0.002922712523763187,-1.673252851068332
253,X,253001,263000,0.0012171598868657245,0.003028512072134705,-1.714278824566377
254,X,254001,264000,0.0013188709126289936,0.003200436338238422,-1.6873635890318044
255,X,255001,265000,0.0012212077465695685,0.0032136612817848615,-1.7796292080489733
256,X,256001,266000,0.0012294415693781839,0.0032136612817848615,-1.7722748826882426
257,X,257001,267000,0.0012672374245875037,0.003200436338238422,-1.733667834693472
258,X,258001,268000,0.001228600055791129,0.003081411846320464,-1.724161800745483
259,X,259001,269000,0.0010867801559685754,0.002869812749577428,-1.7783089530356284
260,X,260001,270000,0.0009581148007355301,0.0027375633141130304,-1.8580834930564691
261,X,261001,271000,0.0009016673998321849,0.002486289386730675,-1.816771323900089
262,X,262001,272000,0.0009792727067235525,0.0026978884834737114,-1.8202085762906015
263,X,263001,273000,0.0010808911948746935,0.0026714385963808314,-1.7007736525671258
264,X,264001,274000,0.0010760396122060363,0.00277723814475235,-1.7516951505828016
265,X,265001,275000,0.0009685436492245134,0.0024995143302771147,-1.7462544107273565
266,X,266001,276000,0.0008832928996277045,0.00222179051580188,-1.7110846957576131
267,X,267001,277000,0.0008293093977213637,0.0020630911932446026,-1.6941399347725508
268,X,268001,278000,0.0007517775416060838,0.0018250422094086868,-1.6581317674030025
269,X,269001,279000,0.0007130929115133553,0.00166634288685141,-1.6067733918537102
270,X,270001,280000,0.000829912228909033,0.0017589174916764882,-1.486948487103852
271,X,271001,281000,0.0008604750534473716,0.0018382671529551266,-1.5002026011679641
272,X,272001,282000,0.0006731321293765682,0.0015605433384798919,-1.5924501603743406
273,X,273001,283000,0.0004952968259726475,0.0012431446933653374,-1.66485236363764
274,X,274001,284000,0.00034388616373065133,0.0007934966127863855,-1.5194413334249912
275,X,275001,285000,0.00035855357126718634,0.0007934966127863855,-1.4698733900820242
276,X,276001,286000,0.00035855357126718634,0.0007934966127863855,-1.4698733900820242
277,X,277001,287000,0.000301052918589591,0.0006876970644148675,-1.4884533533751396
278,X,278001,288000,0.0005434656392035655,0.001057995483715181,-1.3325692042069537
279,X,279001,289000,0.0006225973980839266,0.0011637950320866988,-1.281946027254779
280,X,280001,290000,0.0005074344362812724,0.0009521959353436626,-1.2705602690539692
281,X,281001,291000,0.0004273942959660302,0.0007273718950541868,-1.097527299077717
282,X,282001,292000,0.0004333687076640454,0.0005951224595897892,-0.7091602840638976
283,X,283001,293000,0.00041023983530478103,0.0006347972902291085,-0.929185267414779
284,X,284001,294000,0.0004793142775502352,0.0007538217821470663,-0.9722007073994634
285,X,285001,295000,0.0005447207768200128,0.0007670467256935061,-0.774996325103358
286,X,286001,296000,0.0007033060239342369,0.0011505700885402592,-1.070872245466963
287,X,287001,297000,0.0010388892868785878,0.00166634288685141,-1.0576194861181287
288,X,288001,298000,0.0010745996720849696,0.00166634288685141,-0.9974269886128315
289,X,289001,299000,0.0010773965946706781,0.001811817265862247,-1.142580861306371
290,X,290001,300000,0.0011981891670038484,0.0021292159109768016,-1.2401133162504314
291,X,291001,301000,0.0013011608771768637,0.0024995143302771147,-1.3668648452809744
292,X,292001,302000,0.0014910854436364393,0.0029359374673096268,-1.409413668769466
293,X,293001,303000,0.0015725511936615947,0.0031210866769597837,-1.4231449736914892
294,X,294001,304000,0.0017534937337834336,0.0034913850962600967,-1.4315067810355424
295,X,295001,305000,0.001731983992690776,0.0037029841930031333,-1.5326817749559056
296,X,296001,306000,0.0016850584639813882,0.0036765343059102533,-1.5595108596724627
297,X,297001,307000,0.0014067392848998808,0.00333268577370282,-1.6602069981262724
298,X,298001,308000,0.0012804785542122443,0.0032136612817848615,-1.726689423707071
299,X,299001,309000,0.001334329924532712,0.0033855855478885787,-1.7412257315255635
300,X,300001,310000,0.0012468270135444896,0.0033062358866099402,-1.789126105672126
301,X,301001,311000,0.0013564380292787573,0.0032930109430635,-1.6890104038801523
302,X,302001,312000,0.0011791500860504926,0.003081411846320464,-1.7701782117542166
303,X,303001,313000,0.0011757178530776384,0.003107861733413344,-1.7830609257344523
304,X,304001,314000,0.0010949581966633796,0.0029491624108560666,-1.8008249617747834
305,X,305001,315000,0.0011415898024652582,0.0030549619592275847,-1.795546285426796
306,X,306001,316000,0.0012738879784260917,0.003107861733413344,-1.6924655428725575
307,X,307001,317000,0.001259540794716248,0.003226886225331302,-1.7501727951974628
308,X,308001,318000,0.0012070024714571762,0.00333268577370282,-1.832384396298496
309,X,309001,319000,0.001145533290014223,0.003147536564052663,-1.8248093673199857
310,X,310001,320000,0.0011295775354009522,0.0030549619592275847,-1.8068188344866543
311,X,311001,321000,0.001037824315128231,0.0030020621850418254,-1.8749320893211403
312,X,312001,322000,0.0010974177688913977,0.003081411846320464,-1.8462354453342478
313,X,313001,323000,0.0010875518608530475,0.0031210866769597837,-1.868872159264349
314,X,314001,324000,0.0010200506023903438,0.0030020621850418254,-1.8918977047738685
315,X,315001,325000,0.0011180827739028678,0.0029888372414953856,-1.7933980106238399
316,X,316001,326000,0.0010080520253821063,0.002975612297948946,-1.8943684270679213
317,X,317001,327000,0.0010690911865540089,0.0029888372414953856,-1.8403637759398075
318,X,318001,328000,0.0010215642100226637,0.002816912975391669,-1.8233078149071102
319,X,319001,329000,0.0011367142895679133,0.002869812749577428,-1.7285071058007144
320,X,320001,330000,0.0012033240622250669,0.002975612297948946,-1.7063603713848488
321,X,321001,331000,0.0012010998021147596,0.0030020621850418254,-1.7190800641465898
322,X,322001,332000,0.00117481514685101,0.002922712523763187,-1.7125394105554714
323,X,323001,333000,0.0011484406254299421,0.002922712523763187,-1.738380405550218
324,X,324001,334000,0.001270386301665452,0.0030681869027740245,-1.6800012986452992
325,X,325001,335000,0.0011105622507933514,0.0029623873544025064,-1.790692551223438
326,X,326001,336000,0.001123493655533571,0.0030020621850418254,-1.7931577798766256
327,X,327001,337000,0.0011757734799717422,0.0030681869027740245,-1.7684146984494353
328,X,328001,338000,0.0012336006794240405,0.003200436338238422,-1.7638328336192926
329,X,329001,339000,0.0011616652437256598,0.0032136612817848615,-1.8328116664142617
330,X,330001,340000,0.0011830354221150478,0.0032533361124241805,-1.8271429098131629
331,X,331001,341000,0.0012631623605280765,0.0033194608301563796,-1.7794715954019618
332,X,332001,342000,0.001401195625762488,0.0035442848704458556,-1.7394956355446494
333,X,333001,343000,0.0014655499452503153,0.0036500844188173736,-1.7228277282946192
334,X,334001,344000,0.0015149795328816766,0.0036765343059102533,-1.6926984858876941
335,X,335001,345000,0.0015405249084140219,0.0036368594752709343,-1.6591533145175463
336,X,336001,346000,0.0015317927090598299,0.003531059926899416,-1.6287036339164813
337,X,337001,347000,0.0014734560550046932,0.0034913850962600967,-1.6621747300067216
338,X,338001,348000,0.0015396731481555452,0.003504610039806536,-1.612551646120286
339,X,339001,349000,0.0016154720604802065,0.003597184644631615,-1.5853629055645257
340,X,340001,350000,0.0017316042076722553,0.0036104095881780546,-1.497649605343299
341,X,341001,351000,0.0017762295015501131,0.003729434080096012,-1.508294944148099
342,X,342001,352000,0.0017691176163824093,0.003663309362363814,-1.4885704114648501
343,X,343001,353000,0.0018143269543702807,0.003729434080096012,-1.47887549873785
344,X,344001,354000,0.0016847380971523485,0.003623634531724494,-1.5400294025754246
345,X,345001,355000,0.0016515277527066835,0.003570734757538735,-1.5464859000098896
346,X,346001,356000,0.0015505455276697488,0.003464935209167217,-1.588658599138938
347,X,347001,357000,0.0016082464254018685,0.003359135660795699,-1.4976918609125063
348,X,348001,358000,0.0016069551918313544,0.0034517102656207777,-1.5366067112139807
349,X,349001,359000,0.001679678440333399,0.0034781601527136565,-1.4869231797538427
350,X,350001,360000,0.0016032274893985545,0.0034120354349814583,-1.5237880858764004
351,X,351001,361000,0.0015544579290806154,0.003359135660795699,-1.5437019633922
352,X,352001,362000,0.001407145633299735,0.003173986451145542,-1.5973647232626877
353,X,353001,363000,0.0013847712148008049,0.003081411846320464,-1.578834386423651
354,X,354001,364000,0.0013918989314284811,0.003028512072134705,-1.5489043345279243
355,X,355001,365000,0.0014084588507286494,0.003147536564052663,-1.585154901055445
356,X,356001,366000,0.0014237439740780445,0.0030681869027740245,-1.5366922527747464
